city_name,Year,"Murders (per 100,000)","Rapes (per 100,000)","Robberies (per 100,000)","Assaults (per 100,000)","Burglaries (per 100,000)","Thefts (per 100,000)","Auto thefts (per 100,000)","Arson (per 100,000)",City-Data.com crime index
252,"Antioch city, California",2010,12.7,31.3,305.7,494.3,1062.0,1025.0,937.8,35.2,431.3
253,"Antioch city, California",2011,4.8,20.3,280.0,484.7,1289.0,1517.0,933.6,54.1,432.4
254,"Antioch city, California",2012,9.5,27.6,354.3,625.7,1658.0,1828.0,1044.0,48.6,545.2
255,"Antioch city, California",2013,11.3,23.5,330.7,523.3,1269.0,1759.0,1143.0,53.5,495.8
256,"Antioch city, California",2014,8.3,49.9,295.7,430.6,1217.0,1709.0,945.3,39.7,460.6
257,"Antioch city, California",2015,6.3,47.9,253.3,389.9,779.8,1833.0,926.4,32.6,407.0
258,"Antioch city, California",2016,8.0,49.1,261.4,359.5,679.8,1795.0,817.2,50.0,390.4
259,"Antioch city, California",2017,8.9,45.4,204.9,281.5,524.7,2014.0,880.2,66.8,359.6
260,"Antioch city, California",2018,6.2,49.6,188.6,288.6,567.5,1848.0,533.0,81.4,322.6
261,"Antioch city, California",2019,10.7,48.8,211.3,304.5,453.7,1845.0,541.5,52.4,333.5
262,"Antioch city, California",2020,8.0,35.6,126.2,355.6,412.5,1495.0,509.4,40.0,282.9
263,"Bakersfield city, California",2007,4.7,12.9,197.3,400.3,1110.0,3091.0,837.0,28.5,427.3
264,"Bakersfield city, California",2008,7.7,14.7,217.1,397.5,1278.0,2906.0,771.7,49.4,439.2
265,"Bakersfield city, California",2009,8.2,14.8,212.8,398.6,1175.0,2823.0,718.0,38.4,424.3
266,"Bakersfield city, California",2010,9.5,9.8,184.5,401.7,1219.0,2448.0,706.5,29.6,402.3
267,"Bakersfield city, California",2011,5.1,11.1,155.9,358.7,1229.0,2311.0,681.5,35.6,370.6
268,"Bakersfield city, California",2012,9.6,16.0,196.0,320.8,1404.0,2682.0,905.3,58.5,432.9
269,"Bakersfield city, California",2013,6.6,11.9,195.7,299.0,1273.0,2562.0,811.6,53.3,397.8
270,"Bakersfield city, California",2014,4.6,5.7,179.6,266.7,1106.0,2245.0,621.4,101.3,338.0
271,"Bakersfield city, California",2015,5.9,19.0,175.2,284.0,1037.0,2484.0,640.3,90.7,359.5
272,"Bakersfield city, California",2016,8.4,17.7,162.1,292.5,1026.0,2694.0,804.7,87.6,382.1
273,"Bakersfield city, California",2017,10.8,24.1,197.6,246.9,962.1,2378.0,728.6,70.6,370.2
274,"Bakersfield city, California",2018,8.0,29.3,210.3,243.8,1044.0,2410.0,720.2,71.3,378.5
275,"Bakersfield city, California",2019,8.8,29.9,180.6,235.8,1002.0,2390.0,749.6,121.1,368.5
276,"Bakersfield city, California",2020,11.3,27.3,155.6,322.7,807.2,2229.0,986.2,154.3,380.3
277,"Berkeley city, California",2007,4.9,23.7,425.3,176.6,1156.0,4883.0,981.8,28.6,546.6
278,"Berkeley city, California",2008,7.9,24.7,490.3,121.6,1082.0,4735.0,941.0,27.7,547.4
279,"Berkeley city, California",2009,5.9,26.7,438.8,136.4,1066.0,4606.0,718.5,20.8,508.5
280,"Berkeley city, California",2010,4.4,20.4,324.2,124.4,966.4,3766.0,546.3,22.2,409.4
281,"Berkeley city, California",2011,0.9,16.7,298.5,107.1,856.9,3038.0,551.3,21.9,351.7
282,"Berkeley city, California",2012,4.3,33.9,291.4,93.9,844.6,3553.0,557.6,13.0,387.9
283,"Berkeley city, California",2013,3.4,22.4,352.8,105.0,907.8,3148.0,571.3,13.8,386.8
284,"Berkeley city, California",2014,2.5,29.7,223.3,110.4,791.5,3070.0,471.3,12.7,333.9
285,"Berkeley city, California",2015,0.8,36.5,274.1,128.8,905.4,3405.0,595.6,18.3,386.1
286,"Berkeley city, California",2016,1.6,44.0,294.3,150.8,656.3,3233.0,530.0,19.6,374.6
287,"Berkeley city, California",2017,0.8,67.7,296.7,177.7,687.1,3714.0,506.2,24.5,417.4
288,"Berkeley city, California",2018,0.8,52.5,285.3,135.0,670.0,3236.0,442.9,25.1,368.0
289,"Berkeley city, California",2019,0.0,60.3,300.5,142.5,627.9,4066.0,400.7,13.8,405.5
290,"Berkeley city, California",2020,4.9,38.4,224.0,171.6,651.4,3215.0,658.0,42.5,368.9
291,"Burbank city, California",2007,2.9,13.3,93.4,151.6,464.4,1755.0,419.6,17.2,211.0
292,"Burbank city, California",2008,1.9,16.4,83.0,125.4,568.3,1770.0,499.8,25.1,217.5
293,"Burbank city, California",2009,1.0,21.3,90.1,132.7,483.3,1771.0,324.5,17.4,203.2
294,"Burbank city, California",2010,0.0,12.6,94.8,106.4,462.6,1871.0,267.1,7.7,188.4
295,"Burbank city, California",2011,1.0,16.3,65.0,100.4,377.8,1842.0,223.8,10.5,172.6
296,"Burbank city, California",2012,1.9,22.8,105.7,100.9,364.6,1819.0,189.4,9.5,187.4
297,"Burbank city, California",2013,0.0,12.4,48.7,102.2,272.1,1839.0,209.1,5.7,154.3
298,"Burbank city, California",2014,1.0,13.3,52.4,76.2,281.8,1855.0,173.3,11.4,151.3
299,"Burbank city, California",2015,0.9,9.4,47.2,92.6,280.5,2018.0,210.6,12.3,159.3
300,"Burbank city, California",2016,0.0,22.7,47.3,128.6,370.8,2146.0,251.6,18.0,190.0
301,"Burbank city, California",2017,0.0,19.1,82.2,140.5,339.3,2240.0,234.2,15.3,200.2
302,"Burbank city, California",2018,0.0,17.1,73.3,127.6,262.8,2033.0,203.7,7.6,177.2
303,"Burbank city, California",2019,1.0,10.6,52.1,118.6,288.2,2031.0,203.4,3.9,167.4
304,"Burbank city, California",2020,1.0,11.7,46.9,110.3,286.1,1836.0,293.9,8.8,164.4
305,"Carlsbad city, California",2007,2.1,13.7,92.6,226.2,555.5,1772.0,248.3,10.5,217.8
306,"Carlsbad city, California",2008,2.0,24.6,52.2,153.6,519.1,1702.0,193.5,7.2,190.0
307,"Carlsbad city, California",2009,5.1,26.4,53.8,206.1,452.9,1347.0,137.1,12.2,185.2
308,"Carlsbad city, California",2010,0.0,19.0,38.9,127.2,378.8,1247.0,102.5,8.5,136.9
309,"Carlsbad city, California",2011,3.8,10.3,32.8,150.1,439.2,1290.0,119.2,1.9,147.5
310,"Carlsbad city, California",2012,1.9,24.1,51.0,168.7,460.7,1356.0,138.1,6.5,169.6
311,"Carlsbad city, California",2013,0.9,20.8,39.8,138.5,475.1,1299.0,112.2,9.0,152.3
312,"Carlsbad city, California",2014,0.9,12.5,39.2,129.1,294.8,1133.0,114.0,4.5,124.4
313,"Carlsbad city, California",2015,0.0,29.0,33.3,88.6,321.1,1428.0,123.7,7.0,140.4
314,"Carlsbad city, California",2016,0.0,32.2,42.6,106.9,320.8,1436.0,145.2,6.1,151.4
315,"Carlsbad city, California",2017,0.0,26.0,39.9,148.3,374.5,1420.0,120.5,15.6,155.1
316,"Carlsbad city, California",2018,0.9,33.4,44.5,129.3,256.1,1413.0,130.2,12.0,152.5
317,"Carlsbad city, California",2019,2.6,34.1,33.3,134.8,253.4,1426.0,142.5,9.4,155.5
318,"Carlsbad city, California",2020,2.6,20.6,30.0,139.0,219.7,1226.0,134.7,6.9,133.6
319,"Chico city, California",2007,4.0,79.4,144.0,290.8,981.3,1952.0,370.2,78.1,349.4
320,"Chico city, California",2008,2.4,36.9,120.1,202.2,1039.0,1831.0,340.1,48.8,283.9
321,"Chico city, California",2009,3.5,49.6,146.4,166.4,808.5,1604.0,363.5,40.1,273.8
322,"Chico city, California",2010,1.2,54.5,102.1,126.5,823.8,1643.0,256.4,38.3,245.8
323,"Chico city, California",2011,5.7,42.4,105.5,127.3,558.5,1533.0,333.7,33.3,229.6
324,"Chico city, California",2012,1.1,52.8,109.1,160.8,893.3,1446.0,291.7,56.3,253.1
325,"Chico city, California",2013,2.3,46.5,107.7,182.5,705.0,1777.0,433.0,41.9,265.6
326,"Chico city, California",2014,1.1,59.8,112.9,210.0,545.4,2693.0,389.6,79.0,303.1
327,"Chico city, California",2015,2.2,65.6,96.7,187.9,713.7,2881.0,445.8,212.3,324.4
328,"Chico city, California",2016,0.0,72.4,62.6,186.6,547.6,2564.0,499.3,218.4,294.8
329,"Chico city, California",2017,2.2,91.9,68.1,284.5,574.3,2828.0,483.5,169.8,347.2
330,"Chico city, California",2018,2.1,91.2,112.4,442.3,346.9,1868.0,334.1,70.0,325.2
331,"Chico city, California",2019,0.0,104.4,108.5,368.4,283.8,1829.0,397.6,50.1,314.6
332,"Chico city, California",2020,2.8,53.2,75.9,380.6,233.5,1472.0,299.9,98.7,246.3
333,"Chula Vista city, California",2007,3.7,26.1,181.1,210.3,499.7,1733.0,1095.0,12.8,316.5
334,"Chula Vista city, California",2008,2.7,24.6,143.7,201.4,451.2,1495.0,970.0,12.1,277.4
335,"Chula Vista city, California",2009,1.8,21.8,149.0,159.7,405.6,1356.0,579.5,12.0,226.6
336,"Chula Vista city, California",2010,0.8,22.1,104.1,144.7,311.6,1334.0,454.7,9.8,191.1
337,"Chula Vista city, California",2011,2.4,13.8,94.4,160.9,327.0,1344.0,358.2,14.6,181.7
338,"Chula Vista city, California",2012,3.2,13.2,90.9,125.3,370.7,1262.0,401.1,10.4,177.8
339,"Chula Vista city, California",2013,0.8,11.4,97.2,123.9,380.7,1385.0,306.2,13.7,171.1
340,"Chula Vista city, California",2014,2.7,15.4,82.3,135.1,235.9,1189.0,315.5,13.5,158.7
341,"Chula Vista city, California",2015,2.3,23.8,90.1,149.7,267.7,1166.0,307.7,10.2,170.5
342,"Chula Vista city, California",2016,0.4,21.5,77.0,158.8,256.9,990.1,327.6,14.4,156.6
343,"Chula Vista city, California",2017,0.7,22.9,112.1,162.3,236.1,915.5,280.7,8.5,161.5
344,"Chula Vista city, California",2018,2.2,28.8,93.3,180.0,213.2,852.1,250.8,7.3,160.5
345,"Chula Vista city, California",2019,1.1,22.2,96.3,208.9,176.6,909.4,300.5,13.1,163.4
346,"Chula Vista city, California",2020,3.6,22.7,108.6,194.6,171.2,726.9,273.4,24.1,159.8
347,"Clovis city, California",2007,0.0,24.8,51.8,67.0,624.2,2121.0,325.1,17.3,203.4
348,"Clovis city, California",2008,2.1,20.2,54.3,81.0,708.6,2416.0,295.2,16.0,222.8
349,"Clovis city, California",2009,1.1,24.2,56.7,66.2,740.3,2367.0,346.5,10.5,225.9
350,"Clovis city, California",2010,2.1,32.4,57.5,80.5,789.5,2539.0,403.6,23.0,252.6
351,"Clovis city, California",2011,4.1,26.9,56.8,130.2,944.7,2695.0,424.8,13.4,280.8
352,"Clovis city, California",2012,3.1,34.8,58.3,127.8,976.2,2745.0,393.5,11.2,286.6
353,"Clovis city, California",2013,0.0,23.1,47.2,111.6,883.6,2232.0,306.6,12.1,230.6
354,"Clovis city, California",2014,1.0,27.8,47.7,138.0,785.5,2051.0,206.5,11.9,219.7
355,"Clovis city, California",2015,1.0,25.1,67.5,136.8,404.7,2365.0,201.4,4.8,208.6
356,"Clovis city, California",2016,1.9,33.1,68.0,137.9,410.0,2208.0,190.8,6.6,210.5
357,"Clovis city, California",2017,0.0,40.6,56.3,127.3,417.8,2061.0,191.8,7.4,201.8
358,"Clovis city, California",2018,0.9,41.2,32.2,123.5,320.3,1729.0,132.4,5.4,171.2
359,"Clovis city, California",2019,0.0,47.3,28.0,137.5,268.9,1585.0,139.3,5.3,167.1
360,"Clovis city, California",2020,0.9,34.2,33.4,137.0,262.0,1563.0,172.9,6.8,161.2
361,"Concord city, California",2007,2.5,10.6,220.9,168.6,667.7,2430.0,991.8,18.8,336.7
362,"Concord city, California",2008,5.0,9.9,179.0,158.3,664.6,2210.0,811.2,20.7,303.1
363,"Concord city, California",2009,1.7,15.7,175.1,135.5,667.5,1819.0,710.5,10.7,271.8
364,"Concord city, California",2010,3.3,22.9,136.8,288.4,755.3,1743.0,613.6,4.9,295.3
365,"Concord city, California",2011,5.7,15.4,135.2,191.9,727.1,1836.0,515.8,7.3,268.2
366,"Concord city, California",2012,0.0,15.2,122.2,183.7,662.1,2152.0,526.3,13.6,260.1
367,"Concord city, California",2013,0.8,9.6,126.7,187.3,657.6,2203.0,612.1,7.2,267.8
368,"Concord city, California",2014,2.4,17.4,131.0,216.2,656.4,2642.0,801.6,6.3,316.9
369,"Concord city, California",2015,3.1,22.5,141.3,214.3,461.3,2383.0,742.4,6.2,296.5
370,"Concord city, California",2016,0.8,23.9,122.4,197.1,401.1,2150.0,787.5,13.1,273.8
371,"Concord city, California",2017,3.9,48.5,125.6,178.0,345.2,2475.0,584.8,20.8,289.7
372,"Concord city, California",2018,2.3,37.4,152.8,168.9,340.8,2387.0,424.9,13.8,267.5
373,"Concord city, California",2019,1.5,51.3,179.2,182.2,332.3,2689.0,470.1,17.6,302.7
374,"Concord city, California",2020,1.5,29.2,132.2,162.2,359.0,2015.0,534.3,40.7,247.0
375,"Corona city, California",2007,3.3,18.2,121.8,78.2,436.4,1732.0,451.4,13.7,209.2
376,"Corona city, California",2008,2.6,16.3,86.8,79.0,443.9,1877.0,351.2,18.3,194.4
377,"Corona city, California",2009,5.2,7.9,76.8,50.5,401.5,1727.0,371.3,8.5,176.8
378,"Corona city, California",2010,1.3,9.8,59.1,60.4,426.6,1610.0,284.2,9.2,157.3
379,"Corona city, California",2011,1.3,6.5,68.1,53.8,457.3,1491.0,227.7,13.0,148.8
380,"Corona city, California",2012,0.6,10.8,64.8,57.2,547.2,1758.0,327.9,19.1,175.7
381,"Corona city, California",2013,5.6,8.7,40.6,46.2,402.1,1439.0,305.9,5.6,149.8
382,"Corona city, California",2014,0.0,15.5,42.2,48.4,335.8,1483.0,316.5,14.3,142.9
383,"Corona city, California",2015,3.1,18.3,59.9,48.3,375.8,1617.0,284.8,7.9,162.2
384,"Corona city, California",2016,1.8,23.4,44.4,41.4,445.0,1343.0,429.9,8.4,163.2
385,"Corona city, California",2017,0.6,21.3,63.3,46.7,331.6,1287.0,330.4,11.2,147.6
386,"Corona city, California",2018,3.5,27.1,70.0,54.1,287.0,1285.0,347.6,12.3,159.8
387,"Corona city, California",2019,2.3,25.2,60.3,82.5,378.1,1317.0,342.4,16.4,165.9
388,"Corona city, California",2020,0.6,20.9,50.0,68.1,394.0,1257.0,449.8,21.5,160.4
389,"Costa Mesa city, California",2007,0.0,35.5,70.1,129.3,463.4,2209.0,365.1,8.2,225.3
390,"Costa Mesa city, California",2008,0.9,35.8,110.2,174.5,473.8,2339.0,279.2,11.0,247.5
391,"Costa Mesa city, California",2009,0.9,24.5,103.5,147.1,468.5,2321.0,225.1,12.7,225.5
392,"Costa Mesa city, California",2010,0.9,30.9,84.6,101.9,416.5,2232.0,256.5,9.1,211.2
393,"Costa Mesa city, California",2011,3.6,27.0,74.6,102.5,471.0,2466.0,240.0,12.6,222.4
394,"Costa Mesa city, California",2012,3.6,28.4,73.7,119.9,593.1,2708.0,320.5,21.3,251.4
395,"Costa Mesa city, California",2013,0.9,40.9,83.5,98.6,455.0,2442.0,263.0,11.6,229.8
396,"Costa Mesa city, California",2014,0.0,39.9,106.5,135.7,508.4,2292.0,271.5,16.0,240.0
397,"Costa Mesa city, California",2015,0.9,46.7,107.5,185.1,615.1,3135.0,411.5,15.9,309.8
398,"Costa Mesa city, California",2016,0.9,52.7,127.4,181.0,645.8,2896.0,508.7,25.5,320.1
399,"Costa Mesa city, California",2017,0.9,53.9,113.0,151.0,547.4,2788.0,459.1,10.6,295.5
400,"Costa Mesa city, California",2018,2.6,65.6,96.2,136.4,450.3,2601.0,264.1,14.9,270.6
401,"Costa Mesa city, California",2019,0.0,45.6,91.2,136.8,394.6,2573.0,311.3,14.0,246.6
402,"Costa Mesa city, California",2020,1.8,56.5,102.4,270.0,452.7,2382.0,325.6,28.2,286.4
403,"Daly City city, California",2007,0.0,14.9,184.8,91.4,289.2,1401.0,407.4,43.7,194.5
404,"Daly City city, California",2008,1.0,24.9,142.2,113.4,274.5,1417.0,342.1,20.9,190.5
405,"Daly City city, California",2009,1.0,17.8,100.7,117.5,313.0,1112.0,306.1,12.8,160.8
406,"Daly City city, California",2010,2.0,8.9,103.8,132.5,328.3,1139.0,316.4,16.8,162.6
407,"Daly City city, California",2011,1.0,13.7,57.7,107.5,314.7,1278.0,244.4,14.7,144.4
408,"Daly City city, California",2012,0.0,8.7,73.6,126.8,382.3,1114.0,248.8,20.3,145.6
409,"Daly City city, California",2013,0.0,14.3,86.1,112.9,336.7,1138.0,278.4,24.9,151.3
410,"Daly City city, California",2014,1.9,16.1,73.8,91.8,287.8,1051.0,256.6,8.5,139.9
411,"Daly City city, California",2015,0.0,24.2,82.9,110.9,298.2,1118.0,240.4,7.5,151.3
412,"Daly City city, California",2016,0.9,20.4,83.6,121.7,228.5,1070.0,216.5,13.9,143.8
413,"Daly City city, California",2017,0.0,48.4,83.8,114.6,188.2,1077.0,189.1,11.2,158.2
414,"Daly City city, California",2018,2.8,35.2,95.4,90.8,204.8,1047.0,164.0,7.4,149.8
415,"Daly City city, California",2019,0.0,40.8,84.5,90.0,157.8,1408.0,168.0,11.1,156.8
416,"Daly City city, California",2020,0.0,29.0,72.1,78.6,133.8,978.9,253.6,30.9,129.4
417,"Downey city, California",2007,2.7,15.5,263.6,188.8,610.2,1984.0,959.5,11.9,333.5
418,"Downey city, California",2008,2.8,22.2,232.9,159.0,658.1,1884.0,1137.0,7.4,337.4
419,"Downey city, California",2009,3.7,16.7,217.5,174.7,487.0,1956.0,879.2,0.0,303.7
420,"Downey city, California",2010,5.4,15.2,178.0,153.9,586.9,2122.0,830.3,3.6,299.5
421,"Downey city, California",2011,1.8,20.3,180.4,142.4,680.0,1816.0,931.1,3.5,297.1
422,"Downey city, California",2012,5.3,17.6,167.2,145.2,589.6,1679.0,844.0,3.5,279.8
423,"Downey city, California",2013,6.2,10.6,151.0,120.1,506.1,1654.0,747.2,7.9,251.6
424,"Downey city, California",2014,2.6,13.2,111.8,119.7,421.7,1431.0,697.2,12.3,215.9
425,"Downey city, California",2015,6.1,20.0,150.8,115.0,447.9,1382.0,690.2,14.8,238.3
426,"Downey city, California",2016,0.9,19.2,163.9,141.2,459.4,1812.0,667.8,13.9,252.6
427,"Downey city, California",2017,2.6,20.3,160.3,153.3,520.7,1644.0,673.9,7.9,256.4
428,"Downey city, California",2018,4.4,12.4,163.3,143.9,387.5,1386.0,535.0,13.2,221.9
429,"Downey city, California",2019,3.6,26.7,134.4,148.7,306.2,1394.0,501.2,3.6,215.8
430,"Downey city, California",2020,1.8,20.7,96.3,152.2,219.7,1094.0,624.9,18.9,188.6
431,"El Cajon city, California",2007,4.4,23.0,201.5,312.2,639.6,2330.0,1359.0,15.3,396.7
432,"El Cajon city, California",2008,1.1,38.0,221.2,312.3,619.1,2066.0,953.1,17.3,363.6
433,"El Cajon city, California",2009,2.2,31.4,244.4,220.6,526.7,1689.0,605.6,18.4,299.8
434,"El Cajon city, California",2010,0.0,15.1,169.9,204.1,554.9,1687.0,538.8,12.1,253.3
435,"El Cajon city, California",2011,2.0,27.8,185.8,310.0,599.1,1434.0,419.3,13.9,276.8
436,"El Cajon city, California",2012,2.0,23.6,144.3,188.5,484.0,1499.0,386.8,14.7,228.5
437,"El Cajon city, California",2013,2.0,28.4,140.2,207.8,483.3,1740.0,452.9,16.7,249.9
438,"El Cajon city, California",2014,3.9,19.4,130.3,164.3,482.3,1398.0,309.2,7.8,209.7
439,"El Cajon city, California",2015,1.9,48.1,102.9,193.4,372.3,1459.0,349.2,14.4,224.3
440,"El Cajon city, California",2016,1.0,44.0,139.7,193.3,410.6,1516.0,414.4,26.8,240.3
441,"El Cajon city, California",2017,1.0,46.0,156.1,207.8,396.4,1438.0,396.4,11.5,244.0
442,"El Cajon city, California",2018,4.8,29.7,182.8,275.6,337.8,1478.0,356.0,17.2,254.5
443,"El Cajon city, California",2019,2.9,36.6,193.9,299.0,357.8,1269.0,346.2,14.5,256.6
444,"El Cajon city, California",2020,4.9,32.0,109.7,350.4,279.5,1168.0,344.5,39.8,232.1
445,"Elk Grove city, California",2007,1.4,16.7,111.5,236.1,688.6,1583.0,395.4,4.3,240.0
446,"Elk Grove city, California",2008,0.0,15.8,106.9,350.8,632.7,1692.0,250.4,8.6,246.9
447,"Elk Grove city, California",2009,2.8,10.7,108.1,310.9,611.1,1531.0,307.3,7.8,237.4
448,"Elk Grove city, California",2010,1.3,9.1,70.6,264.7,426.8,1443.0,224.2,9.8,189.6
449,"Elk Grove city, California",2011,1.9,11.6,63.3,261.0,428.9,1474.0,209.3,9.0,190.1
450,"Elk Grove city, California",2012,0.6,12.8,60.8,253.3,431.1,1539.0,135.6,16.6,183.0
451,"Elk Grove city, California",2013,0.0,3.7,61.5,226.2,338.0,1385.0,118.1,6.8,155.2
452,"Elk Grove city, California",2014,1.2,19.6,76.1,284.7,384.2,1373.0,128.3,3.1,190.0
453,"Elk Grove city, California",2015,0.6,19.9,63.2,269.0,354.4,1380.0,142.6,2.4,181.3
454,"Elk Grove city, California",2016,0.0,30.0,55.4,236.8,219.7,1037.0,123.1,2.9,154.7
455,"Elk Grove city, California",2017,1.7,22.6,57.4,242.7,212.0,966.3,122.2,3.5,150.6
456,"Elk Grove city, California",2018,0.6,22.9,53.2,160.3,183.8,1064.0,102.5,5.7,131.1
457,"Elk Grove city, California",2019,0.0,19.9,65.0,127.1,166.4,1201.0,114.0,5.7,129.6
458,"Elk Grove city, California",2020,0.6,28.2,51.9,143.8,181.6,1067.0,93.0,4.5,130.9
459,"El Monte city, California",2007,4.8,20.1,189.2,338.2,503.3,1122.0,637.8,17.7,281.3
460,"El Monte city, California",2008,9.8,26.0,215.4,399.0,513.6,1083.0,569.7,22.8,309.6
461,"El Monte city, California",2009,2.5,11.4,248.3,322.6,526.0,1149.0,620.0,7.4,285.5
462,"El Monte city, California",2010,2.6,23.8,233.5,268.8,534.9,1052.0,702.4,11.5,283.9
463,"El Monte city, California",2011,0.9,28.7,170.7,166.4,473.8,989.5,527.8,5.2,224.2
464,"El Monte city, California",2012,3.5,12.1,176.0,150.8,495.0,937.1,501.1,12.1,211.8
465,"El Monte city, California",2013,2.6,12.1,134.1,145.3,491.4,898.0,498.3,9.5,194.4
466,"El Monte city, California",2014,1.7,17.2,141.1,126.5,397.5,1005.0,501.6,4.3,193.0
467,"El Monte city, California",2015,6.8,17.9,121.8,194.2,392.8,844.3,579.3,24.7,211.0
468,"El Monte city, California",2016,2.6,26.4,142.3,210.5,575.2,969.7,586.3,19.6,237.0
469,"El Monte city, California",2017,4.3,37.0,157.5,189.4,591.4,1232.0,600.9,11.2,262.1
470,"El Monte city, California",2018,5.2,30.1,127.9,147.7,413.9,1078.0,432.8,17.2,209.0
471,"El Monte city, California",2019,1.7,29.4,108.8,122.6,299.6,903.0,340.2,14.7,168.4
472,"El Monte city, California",2020,7.8,34.6,105.5,153.0,293.9,847.1,393.3,18.2,191.4
473,"Escondido city, California",2007,3.0,21.0,209.8,258.6,605.6,1820.0,819.2,17.2,318.2
474,"Escondido city, California",2008,2.9,22.7,142.8,246.9,657.8,1762.0,643.9,19.8,284.3
475,"Escondido city, California",2009,2.9,30.6,181.2,243.0,566.8,1748.0,508.6,16.7,283.5
476,"Escondido city, California",2010,2.1,25.7,147.3,239.7,516.3,1709.0,576.7,13.2,267.5
477,"Escondido city, California",2011,2.1,19.2,121.6,197.1,382.5,1481.0,341.3,13.0,208.7
478,"Escondido city, California",2012,3.4,25.8,139.8,257.1,518.4,1605.0,514.3,9.5,262.4
479,"Escondido city, California",2013,4.0,26.2,135.2,235.5,482.3,1666.0,519.3,8.1,258.7
480,"Escondido city, California",2014,2.0,23.4,110.1,206.2,333.7,1331.0,355.0,8.7,202.0
481,"Escondido city, California",2015,4.6,31.6,116.0,196.4,315.7,1521.0,399.4,9.9,223.5
482,"Escondido city, California",2016,2.6,31.4,98.1,230.9,271.4,1447.0,430.4,7.8,217.3
483,"Escondido city, California",2017,2.0,33.4,113.8,227.7,279.4,1165.0,260.4,19.0,197.3
484,"Escondido city, California",2018,2.6,41.8,103.9,201.2,233.2,1235.0,318.8,7.8,201.3
485,"Escondido city, California",2019,2.6,33.3,93.3,220.6,247.4,1044.0,257.8,5.2,183.7
486,"Escondido city, California",2020,3.3,33.5,77.4,259.1,262.4,1223.0,283.4,15.1,198.3
487,"Fairfield city, California",2007,6.6,33.9,208.3,346.8,656.0,2816.0,629.6,28.3,381.1
488,"Fairfield city, California",2008,4.8,26.7,226.8,262.1,701.4,2576.0,559.4,26.7,348.2
489,"Fairfield city, California",2009,5.7,22.0,184.7,205.8,745.6,1988.0,373.3,21.1,287.2
490,"Fairfield city, California",2010,7.6,17.1,175.7,276.3,718.8,2059.0,445.3,16.1,305.1
491,"Fairfield city, California",2011,4.7,19.7,138.9,235.6,536.8,1929.0,325.6,12.2,254.7
492,"Fairfield city, California",2012,7.5,28.0,129.8,258.6,631.1,2002.0,464.0,13.1,289.4
493,"Fairfield city, California",2013,2.8,12.0,152.2,292.4,677.9,2001.0,580.1,18.4,293.2
494,"Fairfield city, California",2014,5.4,37.2,182.2,245.7,594.7,2341.0,575.7,9.1,325.7
495,"Fairfield city, California",2015,7.1,40.9,148.3,235.4,405.0,2137.0,503.6,26.6,292.6
496,"Fairfield city, California",2016,6.1,48.9,128.4,232.3,366.7,1649.0,468.9,17.5,265.4
497,"Fairfield city, California",2017,8.6,34.4,155.5,270.7,468.3,1868.0,458.0,27.5,289.6
498,"Fairfield city, California",2018,3.4,66.2,149.3,279.1,342.7,1951.0,488.6,24.6,301.5
499,"Fairfield city, California",2019,4.2,40.5,136.8,191.8,303.3,2348.0,543.2,19.4,278.9
500,"Fairfield city, California",2020,5.1,49.8,142.6,259.9,367.1,1620.0,535.9,28.7,278.1
501,"Fontana city, California",2007,4.5,24.4,165.4,313.3,530.3,1171.0,651.0,7.4,276.9
502,"Fontana city, California",2008,6.3,25.9,149.0,277.4,531.6,1183.0,647.8,13.2,269.9
503,"Fontana city, California",2009,3.2,24.2,157.1,266.9,557.0,1277.0,473.5,5.3,254.1
504,"Fontana city, California",2010,3.1,18.9,122.4,242.8,410.1,1086.0,381.0,6.6,209.1
505,"Fontana city, California",2011,2.5,19.7,121.5,219.3,524.8,1215.0,394.7,4.5,218.0
506,"Fontana city, California",2012,2.5,15.4,144.9,260.4,547.1,1189.0,500.8,6.0,238.8
507,"Fontana city, California",2013,4.9,16.2,99.3,236.0,428.7,1090.0,491.1,4.4,212.7
508,"Fontana city, California",2014,1.0,19.1,84.6,242.5,335.4,1071.0,407.3,6.4,190.0
509,"Fontana city, California",2015,1.4,22.2,102.9,261.9,369.1,1195.0,498.1,5.8,217.4
510,"Fontana city, California",2016,6.7,32.9,104.0,271.6,332.6,1217.0,548.4,8.1,241.1
511,"Fontana city, California",2017,4.2,29.3,97.3,206.3,265.8,1082.0,416.0,6.1,197.5
512,"Fontana city, California",2018,3.7,29.4,91.1,207.0,253.3,828.6,422.0,4.7,184.4
513,"Fontana city, California",2019,2.8,38.4,95.4,205.7,223.7,855.1,354.4,4.2,184.3
514,"Fontana city, California",2020,3.2,34.2,74.8,195.3,219.3,580.0,357.0,7.4,162.4
515,"Fremont city, California",2007,2.5,17.4,115.2,165.9,641.8,1544.0,384.0,8.9,224.0
516,"Fremont city, California",2008,1.0,18.4,115.4,151.3,545.9,1542.0,346.8,12.9,209.2
517,"Fremont city, California",2009,1.0,16.8,107.0,116.9,587.0,1597.0,271.8,9.4,197.6
518,"Fremont city, California",2010,1.4,18.7,88.3,119.6,545.1,1288.0,228.9,10.3,176.1
519,"Fremont city, California",2011,0.9,16.2,72.0,88.2,556.8,1063.0,204.5,8.8,151.9
520,"Fremont city, California",2012,0.9,6.4,60.3,72.2,537.2,1143.0,265.4,7.3,144.0
